"id","dtCreated","name","shortName","description","shortDescription"
167,2017-07-19,"Virginia Eastern Red Bats","VI_ERB","This project aims to periodically catch and tag eastern red bats in coastal Maryland, Virginia and North Carolina to examine the timing and spatial aspects of bat movement along the mid-Atlantic coast and Chesapeake Bay area. Understanding temporal peaks and patterns of migration, as well as understanding the differences in movement patterns between migratory and resident bats are needed to assess potential coastal wind energy development.  Our goal is to periodically mist-net red bats along the northern Eastern Shore and northern portions of the Bay in the late summer through fall to document suspected southward movement and conversely mist-net bats on the southern ends as well as eastern North Carolina in the late winter and early spring to document northward movements. ","Fall and spring coastal movement patterns of eastern red bats (Lasiurus borealis) along the mid-Atlantic coast."
168,2017-07-28,"Montreal moult migrant research","MONTREAL_MOULT","To provide accurate environmental impact assessments in urban environments, it is important to understand how sensitive species, such as migrating birds, use those environments. Moult-migrant songbirds perform extended stopovers during migration in order to moult their feathers before reaching their wintering grounds. Stopover habitats are therefore of great importance to the continued survival of these species. However, as urbanization keeps altering habitat throughout the world, many of these important areas are disappearing or are under constant threat of development. In this study, we will investigate how molt-migrants are using the landscape during moulting stopovers in one of the largest metropolis in Canada and where migratory birds from large swathes of the boreal forest migrate past, the island of Montreal. We will determine the fall stopover duration, fine-scale habitat use and departure decisions of moult-migrant Swainson’s thrushes (Catharus ustulatus) and Tennessee Warblers (Leiothlypis peregrina) using the Motus Wildlife Tracking System. We will deploy radio transmitters on several individuals of both species at an important migratory bird stopover area located in the western tip of the island of Montreal. We will then record their daily general location and movements through an array of 3 automated radio telemetry towers set up in the surrounding areas of our study site. Using manual radio telemetry, we will follow and monitor each individual bird throughout the duration of its stopover and record behaviour and habitat use. We will assess the duration of stopover, stopover behaviour and departure decisions as a function of species, age, moulting stage, body condition and local weather conditions. We will also associate behavioural data with the signal strengths detected by the towers with the hopes of creating activity budgets of the tagged birds based on our behavioural data validated in the field.  ","Monitoring fall moult migration and movements of Swainson's Thrush and Tennessee Warblers in the greater Montreal area"
169,2017-07-31,"Species at Risk Research on the Carden Alvar","CARDEN_SAR","To be entered by PI","To be entered by PI"
170,2017-08-29,"Comparative physiology of Migratory songbirds","Snell","Concurrent projects investigating individual's intrinsic regulation of stopover behaviour and migratory decisions (European robins), and an orientation cue study in free flying birds (Sylvia warbles). ","Stopover behaviour, migratory decisions, and orientation cue studies in Europe"
171,2017-09-12,"Richardson's Merlin in Winnipeg","MB_MERL","A comparative analysis of the habitat characteristics, nest density and survivability of Richardson’s Merlin (Falco columbarius richardsonii) in the city of Winnipeg","Comparative analysis of habitat characteristics, nest density and survivability of Richardson’s Merlin (Falco columbarius richardsonii) in Winnipeg"
172,2017-09-14,"Sora Migration","SORA","","Study of Sora Rail migration based out of Patuxent River Park - Jug Bay Natural Area"
173,2017-10-10,"Maggini - Ventotene","Italian Islands","See project #135","This is a new version of project #135"
174,2017-11-15,"Bahia Lomas Shorebirds","BahiaLomas","Over winter shorebird ecology of Bahia Lomas, Chile with a particular focus on the Red Knot and Hudsonian Godwit. Monitoring and research activity, as well as the maintenance of infrastructure, is being managed by a collaborative including Bird Studies Canada, Centro Bahia Lomas - Universidad de Santo Thomas, Conserve Wildlife Foundation of New Jersey, Environment Canada, International Conservation Fund of Canada, Manomet (Western Hemisphere Shorebird Reserve Network). Funding provided by the National Fish and Wildlife Foundation, and USFWS Neotropical Migratory Bird Conservation Act.","Over winter shorebird ecology of Bahia Lomas, Chile with a particular focus on the Red Knot and Hudsonian Godwit."
175,2017-11-16,"Columbus Zoo","ColumbusZoo","Migratory bird tag tracking from the Columbus Zoo
","Migratory bird tag tracking from the Columbus Zoo"
177,2017-11-24,"Biologic Motus","BioMotus","","Motus array in Western Australia"
178,2017-11-27,"Toronto Zoo","TorontoZoo","The purpose of this project is to demonstrate the Motus program to the general public via a functional exhibit at the Toronto Zoo. A Motus receiver station has been installed in public view, which will be accompanied by interpretive signage. Wild nesting birds onsite will be tagged to demonstrate their migration pathways to the public and draw awareness to connectivity.","Outreach for Motus program at the Toronto Zoo"
179,2018-01-03,"Post breeding dispersal of Eurasian Starlings","RSPB_EUST","",""
180,2018-02-01,"Magellanic Plover","MAPL","",""
181,2018-02-28,"Baden-Wuerttemberg bats","DE_bats","","Bat research with beeper and nano tags in Baden-Wuerttemberg, Germany"
182,2018-03-05,"Actio Riparia Hungary","Riparia HU","The first aim is to establish fixed continuously operating Motus station in Eastern Hungary at Szabolcs (field station owned by MME/BirdLife Hungary), situated along the important Central-European migratory flyway. On the base of experience of it, initiate other Motus stations in Hungary. The second aim is to by marking breeding sand martins (Riparia riparia) in breeding colonies with coded tags investigate their foraging, roosting sites and staying periods by the fixed and other further mobil Motus stations. Controlled frequency: 150.100 Mhz","Fixed and mobil Motus stations in Hungary for detecting migratory bird species and specific studies of sand martins marked in breeding colonies."
183,2018-03-13,"Albany Pine Bush Preserve","PineBush","The Pine Bush Preserve in Albany, NY hosts a Motus station on the Discovery Center to support growth of the network.","Motus station at the Discovery Center in the Pine Bush Preserve, Albany NY"
184,2018-03-16,"Zoo Miami","ZooMiami","This station was installed as part of a statewide collaborative initiative of accredited zoos and aquariums within the Florida Association of Zoos and Aquariums (FAZA). The goal of the initiative is to get all of the accredited institutions within the state to install their own station and greatly expand the migratory wildlife research capacity in the region.","Station located at Zoo Miami to increase Motus network coverage."
185,2018-03-20,"Louisiana Chenier Stopover Habitat","LA_chenier","","Evaluation of Chenier stopover habitat in southwest Louisiana for Nearctic-neotropical migratory bird."
186,2018-03-22,"Stopover strategies after desert crossing","Maggini - Morocco","This project aims at understanding the role of small desert oases for migrant passerines during their spring migration across the Sahara desert. In particular, the availability of water seems to affect some species more than others. Xeric-adapted species do not need drinking water for successful refuelling, while mesic-adapted species react positively to available standing water. We will combine measurements of evaporative water loss in several migrant species and then measure their activity patterns and stopover duration using radiotelemetry. This will be done in an oasis that has water only in certain years. Years with and without water will be compared.","This is a comparative study investigating the role of standing water for migratory passerines stopping over in the desert."
187,2018-04-11,"Florida Spoonbills","FL_ROSP","Over the last decade or so, Roseate Spoonbills have been adding new nesting locations throughout Florida that are outside their traditional nesting habitats of islands within estuaries (i.e., prior to 1992 spoonbills only nested on islands in Florida Bay, Tampa Bay and Merritt Island National Wildlife Refuge).  These new locations are predominantly in coastal or inland wetlands, many far from any estuarine or marine habitat.  In addition, there are now  active colonies far north of their historic range in Florida (historically Tampa Bay on the Gulf Coast and Cape Canaveral on the Atlantic Coast), including active nests as far north as southern Georgia and South Carolina.  One such colony is located at the St Augustine Alligator Farm (SAAF) Zoological Park where we have been banding chicks since 2013.  The data collected from the banding and tracking efforts and the clear migration of colony sites inland and to the north appear to be in response to Global Climate Change (GCC) and Sea Level Rise (SLR).  The purpose of the tracking program is not only to document that these changes in nesting patterns are indeed responses to GCC and SLR but also to determine habitat use of spoonbills in novel environments.  ","Habitat usage of Roseate spoonbills in novel environments."
188,2018-04-30,"TU_WIPL_LA","TU_WIPL_LA","","Migration ecology study of Wilson's Plover natal and breeding dispersal."
189,2018-05-16,"Fort Wayne Children's Zoo","FortWayne","","A network of Motus stations in Northeast Indiana managed by the Fort Wayne Children's Zoo."
190,2018-05-17,"PARI","PARI","","Motus station setup at PARI in Rosman, NC."
191,2018-05-24,"Pacific Shorebirds","Pacific Shorebirds","Tracking study to follow birds during migration on the Pacific flyway. Collaboration between Environment and Climate Change Canada, Parks Canada, Raincoast Education Society, and Bird Studies Canada. Focal species include Western Sandpiper, Dunlin, Semipalmated Plover, and Sanderling.
The study aims to determine stopover duration and intertidal habitat use (ocean-front beach versus inner lagoon mudflats) in four species of shorebirds (western sandpiper, sanderling, dunlin and semipalmated plover) that annually migrate along the west coast of Vancouver Island at a regionally important shorebird site: Long Beach Unit of Pacific Rim National Park Reserve and Tofino Wah-nah-jus Hilth-hoo-is Mudflats.  To obtain the data, required to estimate stopover duration and determine relative habitat use, samples of migrating shorebirds will be captured, fitted with coded VHF radio tags and tracked for the duration of their stay in and around Long Beach - Tofino area during both spring and fall migration.  Individual shorebird tracking will be done using an array of automatic Motus (motus.org) tracking stations placed at several key locations.  Project results will be used specifically to inform Parks Canada management decisions related to shorebird/beach conservation in the Long Beach Unit of PRNPR and in general for public and scientific communications related to migratory shorebird conservation and research."," Tracking study to follow shorebirds during migration on the Pacific flyway. "
192,2018-05-25,"Eastern Whip-poor-wills","EWPW","Eastern Whip-poor-will migratory movements from the Bruce Peninsula, ON","Eastern Whip-poor-will migratory movements from the Bruce Peninsula, ON"
193,2018-05-31,"Indiana Audubon","IN_Audubon","Our project is looking at stopover of NSWO during the 2018-2020 season. We will determine presence/absence and any other data available through this project.","Motus station setup at the Mary Gray Bird Sactuary, Indiana"
194,2018-06-04,"Common Nighthawk/Eastern Whip-poor-wills","NorrisLabNightjars","Common Nighthawks and Eastern Whip-poor-wills are declining precipitously throughout their respective ranges, and if either or both species face an ecological trap, identifying it will be crucial in mitigating conservation efforts. Nighthawks and whip-poor- wills are migratory, crepuscular, cryptic ground-nesting birds that belong to the nightjar family. Breeding Bird Survey data from 1966-2011 indicate that Common Nighthawk numbers have dropped by -2.2%/year across their summer range (Sauer et al. 2013), and provincial and national trends from 2002-2012 show that in Canada, Eastern Whip-poor-wills are declining at a rate between -2.77%/year and -5.53%/year (Environment Canada 2015). Both nightjars are listed as threatened under the Species at Risk Act, but given their secretive nature and relative difficulty of researching nightjars, knowledge gaps have prevented us from pinpointing a direct cause of these declines. The primary objective of the proposed research is to investigate the potential influence of roadways on Common Nighthawk and Eastern Whip-poor-will breeding success and increase our understanding of factors driving their range- wide declines. My goals include improving methods for nightjar nest-monitoring and conservation of both species. Given the aforementioned aspects of nighthawk and whip-poor-will breeding ecology combined with numerous possible attractive features of roadways, it is impossible to overlook the potential threats to survival posed by even a single high-speed road cutting through otherwise appropriate habitat. We hypothesize that roadways bisecting breeding habitat for the Common Nighthawk and Eastern Whip-poor-will may present an ecological trap either in the classical sense, where adults erroneously favour poor-quality habitat near roadway edges over more suitable open woodlands and suffer reduced fitness as a result, or alternatively as an equal preference trap where nighthawks and whip-poor-wills in close proximity to roadways experience consequences to fitness from which those remaining in the habitat interior are exempt. Conversely, nighthawks and whip-poor-wills may be able to recognize the poorer quality of roadside habitats and avoid them altogether, resulting in much higher density of nighthawks and whip-poor-wills located a significant distance from the road’s edge.
Objectives:
Obtain refined knowledge of territory size and movements on Common Nighthawks and Eastern Whip-poor-wills on breeding grounds in Ontario
First known-fate study of Common Nighthawk and Eastern Whip-poor-will nestlings through the post-fledging period
Collect data on potential anthropogenic threat (high-speed roadways) to Common Nighthawk and Eastern Whip-poor-will reproductive success
Information gained will help to augment strategies for conservation managment and mitigation of species decline","Investigating breeding ground survival, departure dates, and migratory connectivity for Common Nighthawks and Eastern Whip-poor-wills breeding in ON."
195,2018-06-05,"Breeding habitat of Chimney Swift in Québec","Habitat-ChimneySwift","",""
196,2018-06-11,"Fire Island PIPL Fledgling Survival and Migration","Fire_Island_PIPL","We are deploying nanotags on near-fledgling piping plover chicks to document their movements and sources of mortality following fledge. We will be tracking individuals daily until they leave their natal grounds. Following their departure, we aim to identify stopover locations/durations during fall migration.","Tracking fledgling piping plovers to document sources of pre-migration mortality and identify stopover locations."
197,2018-06-11,"Taylor - Swallows","TaylorSwallows","","Tracking of the post-breeding and early migratory movements of Bank, Barn, Cliff and Tree Swallows from breeding sites in New Brunswick."
198,2018-06-22,"Prothonotary Warbler Migration","PROW_Mig","Prothonotary Warbler nanotags deployments will build upon a growing network of migration research on this species.","Prothonotary Warbler nanotags deployments will build upon a growing network of migration research on this species."
199,2018-06-25,"Ontario Bank Swallows 2018","BANS2018","Transmitters being placed on 100 bank swallow fledglings to measure survival.","Transmitters being placed on 100 bank swallow fledglings to measure survival."
200,2018-06-25,"Ontario Thrush Migration","ON SWTH GCTH Motus","SWTH and GCTH tagged on northern Bruce Peninsula in partnership with Bruce Peninsula Bird Observatory.  Study to determine stopover behavior and delineate migration routes in Ontario.","SWTH and GCTH tagged on northern Bruce Peninsula in partnership with Bruce Peninsula Bird Observatory."
201,2018-06-28,"Purple Martin","PUMA","Purple martin migratory movements from  Manitoba, ON","Purple martin migratory movements from  Manitoba, ON"
202,2018-06-28,"Darner Migration","Darner","",""
203,2018-07-14,"Landscape connectivity in Ontario bats","ON_bats","Tracking the movement patterns of little brown bats and big brown bats from summer maternity colonies. We hope to determine the direction travel and specific routes to swarming sites/areas.","Movement of little brown bats from maternity sites to swarming sites"
204,2018-07-17,"GTA Bat Tracking","GTA_bats","We will be tracking bats primarily to locate roosts and foraging areas within the Greater Toronto Area. This project will focus on Canadian Federal Species at Risk, with some opportunistic tagging of other species. We will primarily track bats during the breeding season, but may tag later in the season to look for seasonal migrations. ","Tracking bats to locate roosts and foraging areas within the Greater Toronto Area."
205,2018-07-22,"Colorado State SWHA","CO_SWHA","Station setup and Swainson's Hawk tagging to determine how territory habitat type influcences the time between arrival and nest initiation, run by Colorado State University.","Using Motus to determine exact timing of Swainson's Hawk arrival in California."
206,2018-07-24,"Painted Bunting spatial use and migration patterns","UNT_PABU","We propose to document movements, territory and home range sizes of Painted Buntings on their north Texas breeding grounds and provide additional information on southward migration patterns.  Specifically, we propose to attach nanotags to a sample of Second Year and After Second Year male Painted Buntings and document their home range and territory sizes.  Based on the female mimicry hypothesis, we plan to test the prediction that SY males should range relatively widely by visiting multiple Painted Bunting territories, whereas ASY males should confine their movements primarily to within their home territories.

Further, by using nanotags as part of the MOTUS system we will be able to answer several questions related to Painted Bunting southward migration.  We have an established automated MOTUS receiving station at our study area, the Lewisville Lake Environmental Learning Area (LLELA).  Thus, the MOTUS system should allow us to detect nanotagged Painted Buntings daily as long as they remain on their breeding territories.  As soon as a signal is not detected, we should be able to determine the exact day or evening that individual Painted Buntings initiated migration.  There are also 18 automated MOTUS receiving systems located along the Gulf Coast from Galveston to Brownsville, Texas, 500-900 km south and southeast of our LLELA study area.  If our nanotagged Painted Buntings migrate more-or-less directly southward to the Gulf Coast, the MOTUS stations on the Gulf Coast have a relatively high probability of detecting our tagged birds.     
","Documenting the movements, territory and home range sizes of Painted buntings on their north Texas breeding grounds, and southward migration patterns."
207,2018-07-25,"Barn Swallows Cambridge and Toronto Zoo","BARS Migration","This is part of a larger tagging effort at 20 barns located ENE of Guelph, Ontario.","Studying Barn Swallow post-breeding dispersal and migration from release sites in Cambridge and Toronto Zoo."
208,2018-07-26,"Ontario Thrush Migration 2018","Thrush 2018","Project aimed at determining migration routes and stopover behavior of GCTH and SWTH through SW Ontario.  In partnership with BPBO and Phil Taylor at Acadia University.","Project aimed at determining migration routes and stopover behavior of GCTH and SWTH through SW Ontario."
209,2018-07-26,"WX MOBU Neonic 2018","WX_MOBU","Monarch butterflies will be reared on milkweed treated with a low and high dose of the pesticide clothianidin. Once pupated, adult butterflies will be released with nanotags to monitor the migration of the butterflies on their journey south to the overwintering grounds. Our aim will be to determine if this agricultural pesticide impacts navigation and orientation in this species at risk. We will also be assessing the detectability of the nanotags (NTQB2-1) at varying distances from towers.","We will outfit monarch butterflies with nanotags to determine the effect of the pesticide clothianidin on navigation and orientation."
210,2018-07-27,"Missouri Motus Network","MOtus","Building Motus receiver infrastructure in a latitudinal array across Missouri. Pilot receiver placed in Jefferson City.","Placing Motus receivers in Missouri."
211,2018-07-31,"SE Norwegian Coastline Passerines","Norway_passerine","","Passerine migration behavior: tracking migration routes along the SE Norwegian coastline and use of area upon departure."
212,2018-08-15,"Lake Superior Migration","LakeSuperiorMig","","Lake Superior tracking network"
213,2018-08-20,"Intermountain West Collaboration - Birds","IWC birds","Intermountain West Flyway: Motus station network and collaborative bird research.
Anyone interested in collaborative work to install and manage MOTUS stations or to deploy nanotags on birds, please contact William Blake @MPG Ranch.","Intermountain West Flyway: Motus station network and collaborative bird research."
214,2018-08-22,"Movement Ecology of Finches in Australia 2018","Wyndham Finches 2018","","Influence of fire of the movement behaviour of Gouldian and Long-tailed Finches in north-western Australia."
215,2018-08-24,"SEFI - Receiver Station","SEFI","Receiver station on South East Farallon Islands. Specializing in vagrancy and orientation. Non-continuous MOTUS listening frequency.","Receiver station on South East Farallon Islands. Specializing in vagrancy and orientation. Non-continuous MOTUS listening frequency."
216,2018-08-24,"Skagen Bird Observatory - Receiver Station","Skagen","Receiver station situated on northern tip of Denmark. Autumn migration of passerines from Oslo Fjord and spring migration and ecological barrier studies.  ","Receiver station situated on northern tip of Denmark. Autumn migration of passerines from Oslo Fjord and spring migration/ecological barrier studies"
217,2018-08-28,"Lifewatch Belgium","Lifewatch","The Belgian LifeWatch project is part of the European LifeWatch infrastructure. LifeWatch was established as part of the European Strategy Forum on Research Infrastructure (ESFRI) and can be seen as a virtual laboratory for biodiversity research. VLIZ is constructing within Lifewatch Belgium a marine observatory to collect long term data from every ecosystem component, including bats.","LifeWatch Belgium develops and maintains a marine observatory including sensor networks. We aspire for automated data collection and data processing."
218,2018-09-04,"BIRDMOVE - Autumn songbird migration 2018","BIRDMOVE_Autumn2018","","Songbirds tagged at the coast of Schleswig-Holstein (Germany) during autumn 2018"
219,2018-09-04,"BIRDMOVE - Dunlin migration across the North Sea","BIRDMOVE_Dunlins","","Dunlin migration across the North Sea"
220,2018-09-10,"UQO toit","UQO","Antenna setup on the roof of the main building of UQO (Université du Québec en Outaouais).
Remerciements: 
Organisme de financement: Table régionale de gestion intégrée des ressources et du territoire de l’Outaouais
Organisme de soutien: Club des ornithologues de l'Outaouais
Partenaire: Université du Québec en Outaouais (Manon Moreau, gestion des installations, et François Lorenzetti, professeur-chercheur
Gestionnaires du projet: Gérard Desjardins (Environnement Sterne) et Frédéric Bédard (Club des ornithologues de l'Outaouais)
","Antenna setup on the roof of the main building of UQO (Université du Québec en Outaouais).  Deployed and activate on July 17, 2019."
221,2018-09-12,"Migratory behavior of SWTH in Western Washington","WA_SWTH","The goal of this project is to track spring migratory movements and post-breeding movements of Swainson’s Thrush in Western Washington.  ","The goal of this project is to track spring migratory movements and post-breeding movements of Swainson’s Thrush in Western Washington.  "
222,2018-09-17,"CTT Delaware Bay Sanderling","CTTDelBaySAND","","Dual-mode Motus towers in Delaware Bay"
223,2018-09-18,"Baltic Sea Motus Network","Baltic","Under development. We are setting up towers and running a test program to explore coverage. We will do research on stopover ecology of migrating ducks and seabirds, but also breeding ecology studies on a few passerines. We also study the migration of bats between Finland and Sweden.","Array of receivers on the Swedish and Finnish coast of the Baltic Sea. Coordinated by Ottenby Bird Observatory."
224,2018-09-18,"CTT Montezuma NWR Tree Swallows","CTTMontezumaTRES","","Tree Swallow tagging with life tags at two dual-mode Motus towers in New York at Montezuma NWR "
225,2018-10-24,"Connecticut Audubon Society receiver stations","DPFhs","Antenna host site at CT Audubon Society Deer Pond Farm Sanctuary in Sherman and FirstLight Power's Shepaug Dam in Southbury, Connecticut, USA","General migration monitoring"
226,2018-10-29,"Intermountain West Collaboration - Bats","IWC Bats","Intermountain West Flyway: Motus station network and collaborative bat research.
Anyone interested in collaborative work to install and manage MOTUS stations or to deploy nanotags on bats, please contact William Blake @MPG Ranch.","Intermountain West Flyway: Motus station network and collaborative bat research."
227,2018-11-12,"Bird Migration Tracking of Offshore area in Taiwan","BMTOT","Study how migratory birds move in the coastal area in West Taiwan.","Study how migratory birds move in the coastal area in West Taiwan."
228,2018-11-14,"Louisiana Seaside Sparrow","LA_SESP","NanoTag transmitters will be used to assess movements of Seaside Sparrows associated with various dispersal events.","Assessing Seaside Sparrow abundance, distribution, annual survivorship, and productivity in southwest Louisiana"
229,2018-11-17,"Brazil Purple Martin","BrazilPUMA","Dr. Kevin Fraser (University of Winnipeg), and Joe Siegrist (Purple Martin Conservation Association)","Tagging and tracking of Purple Martins in Manaus and surrounding areas."
230,2018-11-20,"Riverbanks Motus Tower","Riverbanks Motus","Motus tower in the Riverbanks Zoo Garden","Riverbanks Motus Tower"
231,2018-11-30,"American Tree Sparrows - Ontario","ATSP","The objectives of this study are to utilize several bird tracking technologies to answer some fundamental questions regarding habitat use, movement patterns and winter survivorship in this species. Specifically, we plan to use miniature light-level geolocators to better define the breeding range, migration routes, and migration timing of wintering American Tree Sparrows. While powerful, geolocators must be recovered from individual birds recaptured during a subsequent winter, and we will be extending considerable effort to recapture birds carrying geolocators. Given that return rates of birds between winters is quite low, we expect to only recover a small percentage of transmitters. To bolster our sample sizes and better define the breeding grounds for this species, we also plan to use stable isotopes from feathers. This method will allow us to define the regional breeding range for a much larger sample of birds, without the need to subsequently recapture birds. Finally, we also plan to attach coded transmitters (e.g. Nanotags) to a subset of birds as a means of tracking local bird movements during winter. Since Nanotags communicate with a dense external network of towers, once transmitters are deployed, birds do not have to be recaptured and transmitters do not have to be recovered to retrieve data. Nanotags can track bird movements at much finer spatial scales than geolocators, but their lifespan is much shorter. Through a combined approach, also using stationary and hand-held receivers and field observations, we plan to use these tracking technologies to further our understanding of movement and habitat use in this species. The goal of this project is to identify critical stages and locations within the annual cycle that, through conservation and management, lead to actions which slow or reverse population declines.","Winter ecology of American Tree Sparrows in Southern Ontario"
232,2018-12-08,"Selva CAWA Colombia","CAWA_COL","We are using Motus to estimate overwinter survival of Canada Warblers in three regions of the Colombian Andes","Canada Warbler overwinter radio telemetry in Colombia"
233,2018-12-14,"Craney Island Shorebird Migration Site","Craney Island","Site location established to detect migrating shorebirds that use Craney Island facility in coastal Virginia","Site location established to detect migrating shorebirds that use Craney Island facility in coastal Virginia"
234,2019-01-03,"WGLBBO - Wisconsin Subnetwork","WGLBBO Subnet","A network of East-West and North to South stations across S.Wis and Lake Michigan shoreline to study nanotagged birds in migration.","Western Great Lakes Bird and Bat Observatory Inc. buildout of Motus stations in southern Wisconsin"
235,2019-01-07,"Biologic - BHP","BIOBHP","An array in the NW of Western Australia","An array in the NW of Western Australia"
236,2019-01-07,"Biologic - RTIO","BIO-RTIO","An array in the NW of Western Australia","An array in the NW of Western Australia"
237,2019-01-15,"Barn Swallows in Panjin, China","CNPJ","I aim to use Motus Wildlife Tracking System to study the activity of breeding Barn Swallows (Hirundo rustica) in Panjin, China.","Monitor barn swallows' activity in China."
238,2019-01-22,"Vienna test","Vienna test","Test of different antenna and receiver setups for use in different projects","Test of different antenna and receiver setups for use in different projects"
239,2019-01-25,"Brazil Non-Breeding Shorebirds","BrazilShorebirds","Tracking Shorebird Movements on Non-Breeding Grounds of Brazil","Tracking Shorebird Movements on Non-Breeding Grounds of Brazil"
240,2019-02-11,"ERI","Kent Farm","","Local Motus station at Kent Farm Research Station"
241,2019-02-20,"Movement Ecology of Finches Australia 2019","AusFinch2019","",""
242,2019-02-21,"New Jersey wintering sparrows","NJ sparrows","",""
243,2019-02-26,"Florida Aquarium","FLAQ","Migratory bird tag tracking from the Florida Aquarium Center for Conservation","Migratory bird tag tracking from the Florida Aquarium Center for Conservation"
244,2019-03-08,"Rookery Bay Reserve Migratory Network","RBR Migration","This tower will be used as an expansion of the South Florida network. Pre-existing projects will benefit from an additional source of movement data. This tower will be critical in documenting migratory shorebirds such as the black skimmer and red knot. Current black skimmer projects by Audubon Florida and FGCU will examine black skimmer movement.","This is an expansion of the South Florida MOTUS network. This data will be used to compliment pre-existing projects nationwide."
246,2019-03-19,"Clive Runnells Mad Island Marsh Preserve","Mad Island","Spring migration stopover banding and tagging by Smithsonian Migratory Bird Center.","Spring migration stopover"
247,2019-03-21,"Kern River Valley Tri-colored Blackbird Study","Kern TRBL","The Tricolored Blackbird (Agelaius tricolor, TRBL) has suffered a long-term decline in abundance in California, including a 63% loss from 2008 to 2014, which led the California Fish and Wildlife Commission in April 2018 to list it as Threatened under the California Endangered Species Act (CESA). The status of TRBL is also currently under formal review for Federal listing under the Endangered Species Act.  Breeding by Tricolored Blackbirds in low elevation grasslands in the foothills surrounding California’s Central Valley (“foothill grasslands”) has been well documented but relatively little is known about these populations.  Ariola (et al. 2015) estimated that 30% of the state’s TRBL population occurs in these areas.  However, there is insufficient data on the movements of these birds, including whether these populations are year-long residents, migrants, or a mix of both.  In the Kern River Valley, some of the birds also appear to shift breeding sites during the breeding season.  We plan to fit 30 TRBLs (from at least two separate colonies) with nanoTags to track their movements within the Kern River Valley.  We hope to continue and expand this study in future years to track the movements of TRBLs throughout the area.","This is a pilot study to document the movements of Tri-colored Blackbirds in the Kern River Valley, California."
248,2019-03-31,"CTA - James Bay Array","CTA_JamesBay","","An array of receivers along the eastern portion of James Bay. Operated by the Cree Trappers Association."
249,2019-04-17,"Sara Lupi - GHR and migratory behavior","Sara Lupi OldCut2019","We aim at testing for short-term and carry-over effects of experimentally increased ghrelin on migratory behavior and strategy. We trap yellow-rumped warblers (Setophaga coronata) during the wintering period in Southern US and during spring migration at the stopover site of Long Point Bird Observatory, Ontario, Canada. Upon capture, we assign birds to different hormonal treatments. We conduct peripheral injections and deploy Lotek NTQB2-1 coded tradiotransmitters to track the migratory movements in the following 20 days. We use manual tracking to measure detailed movements at sites and Motus data to measure daily activity patterns and departure timing and direction following treatment. ","Field radio-tracking experiment to study the effects of experimentally increased ghrelin on migratory behavior"
250,2019-04-29,"Saskatchewan_Passerine_Ecology","Sask Passerine","Projects investigating migration, survival and ecology of passerine birds in Saskatchewan. Currently focussed on aerial insectivores.","Projects investigating migration, survival and ecology of passerine birds in Saskatchewan."
251,2019-04-30,"CTT Test Project","CTTTEST","","Where test data from dual mode receivers will go. "
252,2019-05-01,"New England Rusty Blackbird Project","NE RUBL","This project investigates the post-breeding movements of adult Rusty Blackbirds on their breeding grounds in northern New England and documents their migration phenology and pathways.","Post-breeding and migratory movements of Rusty Blackbirds from northern New England breeding populations"
253,2019-05-01,"Audubon South Carolina Tower Network","ASCmotus","Audubon South Carolina is working with engaged chapters, communities, and partners to create a tower network around the state of South Carolina to contribute to the science of migration. ","This is a coordinated effort to contribute to the Motus Tower effort with Audubon South Carolina Chapters, Bird Friendly Communities, and Partners. "
254,2019-05-07,"BIRDMOVE - Wheatear spring migration 2019","BIRDMOVE_Spring2019","wheatears tagged in spring 2019","Wheatears tagged at the coast of Niedersachsen (Germany) in spring 2019."
255,2019-05-14,"GREY CHEEKED THRUSH FROM RUSSIA WITH LOVE","GCTH","","We have tagged 10 GCHT in Chukotka (North-East Russia) with Lotek tags to see their migration strategies during passage to Latin America. "
256,2019-05-14,"Early Successional and Peatlands movement","ESPM","","Post-fledging movements of amwo, gwwa, veer, boch, conw"
257,2019-05-15,"Timucuan Bird Monitoring","TIMUBIRD","","Receiving station at NPS Kingsley Plantation, Timucuan Ecological and Historic Preserve"
258,2019-05-19,"Reserva El Jaguar - Nicaragua ","REJ-Nicaragua","Passive Motus station at Reserva El Jaguar - Nicaragua.","Passive Motus station at Reserva El Jaguar - Nicaragua."
259,2019-05-22,"Southeast NC Motus","SE.NC","Researchers at the University of North Carolina Wilmington are erecting a series of Motus towers with the goal of determining the migratory behavior of seaside sparrows (Ammodramus Maritimus).","UNCW erects a series of Motus towers in Southeastern North Carolina to study migratory behavior of sparrows."
260,2019-05-22,"COTE Interstate","Interstate","","tracking family groups"
261,2019-05-28,"Champlain Valley Motus Project","ChamplainValley","Erecting 2 Motus Towers in in the Champlain Valley of Vermont","Use of Motus to track transmitters in the Champlain Valley of Vermont"
262,2019-06-04,"PUMA-Manitoba-2019","PUMA-M19","Dr. Kevin Fraser (University of Manitoba), and Joe Siegrist (Purple Martin Conservation Association)","Tagging and tracking of Purple Martins in Manitoba for the light extension experiment.
"
263,2019-06-04,"PUMA-Ontario-2019","PUMA-On19","Dr. Kevin Fraser (University of Manitoba), and Joe Siegrist (Purple Martin Conservation Association)","Tagging and tracking of Purple Martins in Ontario for the third year.
"
265,2019-06-06,"Gerson UMass Sonoran Desert Array","UMass Sonoran","Monitoring stopover refueling in passerine migrants on their southbound migratory flight. ","Fall migratory movement tracking through Sonoran Desert"
